Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End,groupe,Date,Groupe,Valeur action
1999-03-15,R/1998/081,honda,Accord Coupe & Aero deck (US built),POTENTIAL WIRING CHAFE SITUATION AND SHORT CIRCUIT,Potential chafing of the A/C wiring harness due to inappropriate routing. This can lead to a short circuit.,Affected vehicles are being recalled to have the A/C wiring harness re-routed and additional protection added. If any wire insulation is worn through and the copper is exposed  the harness will be replaced.,2358,,ACCORD,Beginning 1HG CD7 **OO A1  A2 or A3 ******(Accord Coupe),,01/01/1995,31/12/1997,Honda Motor Company,1999-03-15,Honda Motor Company,0.03464727099514719
1999-03-15,R/1998/081,honda,Accord Coupe & Aero deck (US built),POTENTIAL WIRING CHAFE SITUATION AND SHORT CIRCUIT,Potential chafing of the A/C wiring harness due to inappropriate routing. This can lead to a short circuit.,Affected vehicles are being recalled to have the A/C wiring harness re-routed and additional protection added. If any wire insulation is worn through and the copper is exposed  the harness will be replaced.,2358,,AERODECK,Beginning 1HG CE1 **OO A1  A2 or A3 ****** (Aerodeck),,01/01/1995,31/12/1997,Honda Motor Company,1999-03-15,Honda Motor Company,0.03464727099514719
1999-05-18,R/2000/056,mercedes benz,Smart Car,ENGINE DRIVE-TRAIN CONTROL UNIT EFFECTIVENESS,Current parameters of engine drive-train control unit may not effectively control wheel slip under hard acceleration in adverse conditions.,Reprogramme engine drive-train control unit.,602,,SMART CAR,Up to 55900,,01/01/1998,31/12/1999,Daimler AG,1999-05-18,Daimler AG,0.03869368361539388
1999-05-25,R/1999/047,bmw,New 3 Series (E46),POSSIBLE UNSCHEDULED DEPLOYMENT OF SIDE AIRBAGS AND ACTIVATION OF BATTERY ISOLATOR SWITCH,In certain driving conditions it is possible for the side airbags and the battery terminal  (safety isolation switch)  to trigger when this is not necessary  ie when no accident has occurred.,Recall the affected vehicles and recode the airbag control unit.,16646,,3 SERIES,Various,,01/09/1998,14/04/1999,BMW,1999-05-25,BMW,0.04248642103425186
1999-06-04,R/1999/021,ford,"Explorer  Mountaineer  Ranger  Mustang and ""F"" Series",THROTTLE MAY NOT RETURN TO IDLE WHEN CRUISE CONTROL IS DISENGAGED,Certain of the affected vehicles could be fitted with a cruise control cable that may interfere with the cruise control servo pulley and not allow the throttle to return to idle when disengaging the cruise control.,Phase 1 - Write to owners advising them to immediately stop using the cruise control system and offering them the option of dealers disabling the system should they so wish. Phase 2 - As soon as replacement cruise control cables become available   recall all affected vehicles for replacement of the cable.,5363,,MUSTANG,,,01/05/1996,31/03/1999,Ford Motor Company,1999-06-04,Ford Motor Company,0.022061862478384518
1999-06-04,R/1999/021,ford,"Explorer  Mountaineer  Ranger  Mustang and ""F"" Series",THROTTLE MAY NOT RETURN TO IDLE WHEN CRUISE CONTROL IS DISENGAGED,Certain of the affected vehicles could be fitted with a cruise control cable that may interfere with the cruise control servo pulley and not allow the throttle to return to idle when disengaging the cruise control.,Phase 1 - Write to owners advising them to immediately stop using the cruise control system and offering them the option of dealers disabling the system should they so wish. Phase 2 - As soon as replacement cruise control cables become available   recall all affected vehicles for replacement of the cable.,5363,,RANGER,,,01/05/1996,31/03/1999,Ford Motor Company,1999-06-04,Ford Motor Company,0.022061862478384518
1999-06-04,R/1999/021,ford,"Explorer  Mountaineer  Ranger  Mustang and ""F"" Series",THROTTLE MAY NOT RETURN TO IDLE WHEN CRUISE CONTROL IS DISENGAGED,Certain of the affected vehicles could be fitted with a cruise control cable that may interfere with the cruise control servo pulley and not allow the throttle to return to idle when disengaging the cruise control.,Phase 1 - Write to owners advising them to immediately stop using the cruise control system and offering them the option of dealers disabling the system should they so wish. Phase 2 - As soon as replacement cruise control cables become available   recall all affected vehicles for replacement of the cable.,5363,,EXPLORER,Various (American format),,01/05/1996,31/03/1999,Ford Motor Company,1999-06-04,Ford Motor Company,0.022061862478384518
1999-06-04,R/1999/021,ford,"Explorer  Mountaineer  Ranger  Mustang and ""F"" Series",THROTTLE MAY NOT RETURN TO IDLE WHEN CRUISE CONTROL IS DISENGAGED,Certain of the affected vehicles could be fitted with a cruise control cable that may interfere with the cruise control servo pulley and not allow the throttle to return to idle when disengaging the cruise control.,Phase 1 - Write to owners advising them to immediately stop using the cruise control system and offering them the option of dealers disabling the system should they so wish. Phase 2 - As soon as replacement cruise control cables become available   recall all affected vehicles for replacement of the cable.,5363,,MOUNTAINEER,,,01/05/1996,31/03/1999,Ford Motor Company,1999-06-04,Ford Motor Company,0.022061862478384518
1999-06-04,R/1999/021,ford,"Explorer  Mountaineer  Ranger  Mustang and ""F"" Series",THROTTLE MAY NOT RETURN TO IDLE WHEN CRUISE CONTROL IS DISENGAGED,Certain of the affected vehicles could be fitted with a cruise control cable that may interfere with the cruise control servo pulley and not allow the throttle to return to idle when disengaging the cruise control.,Phase 1 - Write to owners advising them to immediately stop using the cruise control system and offering them the option of dealers disabling the system should they so wish. Phase 2 - As soon as replacement cruise control cables become available   recall all affected vehicles for replacement of the cable.,5363,,F SERIES,,,,,Ford Motor Company,1999-06-04,Ford Motor Company,0.022061862478384518
1999-07-19,R/1999/043,toyota,Lexus GS300 (MK 1),POSSIBLE SEPARATION OF LOWER SUSPENSION BALL JOINT,The front suspension lower ball joint may separate from the steering knuckle with a consequent adverse effect on vehicle control.,Affected vehicles are being recalled for replacement of the affected joint with a quality assured example.,2230,,LEXUS,JT153JSE7 00115365 to 00134896,,01/07/1995,30/07/1997,Toyota Motor Corporation,1999-07-19,Toyota Motor Corporation,0.017098341168937405
1999-07-30,R/1999/059,bmw,535i  735i and 740i,POSSIBILITY THAT GEARBOX MAY LOCK UP,Possibility that the automatic transmission may lock up at speeds below 15mph.,Recall affected vehicles and fit a new  quality assured gearbox.,12,,5 SERIES,To be advised,,,,BMW,1999-07-30,BMW,0.008725881947467715
1999-07-30,R/1999/059,bmw,535i  735i and 740i,POSSIBILITY THAT GEARBOX MAY LOCK UP,Possibility that the automatic transmission may lock up at speeds below 15mph.,Recall affected vehicles and fit a new  quality assured gearbox.,12,,7 SERIES,,,,,BMW,1999-07-30,BMW,0.008725881947467715
1999-08-20,R/1999/038,honda,Legend  Prelude and Shuttle,PREMATURE WEAR OF STEERING LOWER BALL JOINTS,Certain vehicles were manufactured with front lower ball joints that may prematurely wear out and  in the worst case  separate from the front knuckle. If separation occurs  then loss of steering control may happen.,Affected vehicles are being recalled to have both front lower ball joint assemblies replaced.,4370,,LEGEND,Various Ranges,,01/01/1996,31/12/1997,Honda Motor Company,1999-08-20,Honda Motor Company,0.020568569276048127
1999-08-20,R/1999/038,honda,Legend  Prelude and Shuttle,PREMATURE WEAR OF STEERING LOWER BALL JOINTS,Certain vehicles were manufactured with front lower ball joints that may prematurely wear out and  in the worst case  separate from the front knuckle. If separation occurs  then loss of steering control may happen.,Affected vehicles are being recalled to have both front lower ball joint assemblies replaced.,4370,,SHUTTLE,,,01/01/1996,31/12/1997,Honda Motor Company,1999-08-20,Honda Motor Company,0.020568569276048127
1999-08-20,R/1999/038,honda,Legend  Prelude and Shuttle,PREMATURE WEAR OF STEERING LOWER BALL JOINTS,Certain vehicles were manufactured with front lower ball joints that may prematurely wear out and  in the worst case  separate from the front knuckle. If separation occurs  then loss of steering control may happen.,Affected vehicles are being recalled to have both front lower ball joint assemblies replaced.,4370,,PRELUDE,,,01/01/1996,31/12/1997,Honda Motor Company,1999-08-20,Honda Motor Company,0.020568569276048127
1999-10-26,R/1999/069,honda,Legend All 96 97 & 98 Model Years and some 1999,"POSSIBLE LOSS OF DRIVE AND TRANSMISSION ""PARK"" FACILITY",A bolt in the transmission can loosen and fall out  disengaging the transmission from the differential. If this condition occurs while the vehicle is being driven  it could cause an unexpected loss of drive. If the vehicle is stopped with the transmission in the PARK position and the parking brake is not engaged  the vehicle could move unexpectedly.,Affected vehicles are being recalled to have an updated sealing bolt and O-ring installed.,1187,,LEGEND,Various,,01/01/1996,31/12/1999,Honda Motor Company,1999-10-26,Honda Motor Company,0.007864458014926913
1999-12-15,R/1999/104,bmw,3 Series  5 Series and 7 Series,BRAKE LIGHTS MAY FAIL TO OPERATE  REMAIN ON OR FLICKER,There is a possibility that the brake light switch circuits may become defective and cause the brake light circuit to fail  stay on continuously or flicker. In extreme cases the brake switch could overheat.,Recall affected vehicles and replace brake light switch with a modified version.,5634,,5 SERIES,,,16/09/1999,28/10/1999,BMW,1999-12-15,BMW,0.008152538933099977
1999-12-15,R/1999/104,bmw,3 Series  5 Series and 7 Series,BRAKE LIGHTS MAY FAIL TO OPERATE  REMAIN ON OR FLICKER,There is a possibility that the brake light switch circuits may become defective and cause the brake light circuit to fail  stay on continuously or flicker. In extreme cases the brake switch could overheat.,Recall affected vehicles and replace brake light switch with a modified version.,5634,,7 SERIES,,,16/09/1999,28/10/1999,BMW,1999-12-15,BMW,0.008152538933099977
1999-12-15,R/1999/104,bmw,3 Series  5 Series and 7 Series,BRAKE LIGHTS MAY FAIL TO OPERATE  REMAIN ON OR FLICKER,There is a possibility that the brake light switch circuits may become defective and cause the brake light circuit to fail  stay on continuously or flicker. In extreme cases the brake switch could overheat.,Recall affected vehicles and replace brake light switch with a modified version.,5634,,3 SERIES,Various,,16/09/1999,28/10/1999,BMW,1999-12-15,BMW,0.008152538933099977
2000-01-03,R/2000/147,mercedes benz,E Class,HEATER BOOSTER CONCERN,Electrical heater booster may fail to switch off after the vehicle has been parked. This in extreme cases may lead to an under bonnet fire.,Recall affected vehicles and install a relay and temperature controlled cut out to control the electrical heater booster.,1921,,E CLASS,To be advised,,01/01/2000,31/12/2000,Daimler AG,2000-01-03,Daimler AG,0.03768172068650656
2000-01-07,R/2000/148,mercedes benz,Vito/V Class,HANDBRAKE MAY SELF RELEASE,The handbrake button may become sticky in operation and in certain circumstances may result in self release of the handbrake.,Recall affected vehicles and replace the handbrake lever.,6386,1630,VITO,To be advised,,,,Daimler AG,2000-01-07,Daimler AG,0.02763452301749334
2000-01-07,R/2000/148,mercedes benz,Vito/V Class,HANDBRAKE MAY SELF RELEASE,The handbrake button may become sticky in operation and in certain circumstances may result in self release of the handbrake.,Recall affected vehicles and replace the handbrake lever.,6386,1630,V CLASS,,,,,Daimler AG,2000-01-07,Daimler AG,0.02763452301749334
2000-01-31,R/2000/002,vauxhall,Movano and Arena,POSSIBILITY OF LOSS OF BRAKE SERVO ASSISTANCE,There is a possibility that the brake servo valve may not function correctly  resulting in loss of servo assistance to the braking system.,Recall affected vehicles for the inspection and possible replacement of the brake servo valve.,1139,00-C-01,ARENA,VN1F9ACD520911599 to VN1U9CEK521338796 (Movano),,01/01/2000,31/12/2000,Peugeot S.A.,2000-01-31,Peugeot S.A.,0.0032883725768526034
2000-01-31,R/2000/002,vauxhall,Movano and Arena,POSSIBILITY OF LOSS OF BRAKE SERVO ASSISTANCE,There is a possibility that the brake servo valve may not function correctly  resulting in loss of servo assistance to the braking system.,Recall affected vehicles for the inspection and possible replacement of the brake servo valve.,1139,00-C-01,MOVANO,VF1F8ALA520725768 to VF1J8ALA521314240 (Arena),,01/01/2000,31/12/2000,Peugeot S.A.,2000-01-31,Peugeot S.A.,0.0032883725768526034
